index,num,name,blog or review,blog name,like_count_list,command_count_list,img_count,neighber_count,blog review 
1556,3,배곧 스플렌디드,블로그 리뷰,"시흥 배곧신도시,아이스크림빙수맛집/스플렌디드",69,16,21,7308,[]
1557,4,배곧 스플렌디드,블로그 리뷰,배곧 전원마을 스콘 맛집 스플렌디드 카페,4,1,18,63,"['매운', '먹고', '달', '구리', '국룰', '달', '구리']"
1558,5,배곧 스플렌디드,블로그 리뷰,[배곧 애견동반 카페] 스플렌디드,43,65,14,612,"['깜', '레오', '시루', '고', '애견']"
1559,6,배곧 스플렌디드,블로그 리뷰,"배곧 핸드드립 커피, 빙수 맛집 스플렌디드",10,9,17,530,[]
1560,7,배곧 스플렌디드,블로그 리뷰,(시흥/배곧)모던함과 핸드드립 커피맛이 예술인 카페.. 스플렌디드,2,2,15,82,[]
1561,8,배곧 스플렌디드,블로그 리뷰,배곧 스플렌디드 SPLENDID,5,3,22,52,[]
1562,9,배곧 스플렌디드,블로그 리뷰,배곧카페추천 스플렌디드 ,15,25,12,425,['란']
1563,10,배곧 스플렌디드,블로그 리뷰,배곧 ‘스플렌디드’,8,10,22,60,[]
1564,11,배곧 스플렌디드,블로그 리뷰,배곧 카페  : 스플렌디드(splendid),135,5,26,7736,[]
1565,12,배곧 스플렌디드,블로그 리뷰,배곧 카페 스플렌디드 핸드드립 커피 맛집이네,14,3,32,2514,[]
1566,13,배곧 스플렌디드,블로그 리뷰,[배곧 핸드드립 카페] 스플렌디드(SPLENDID),56,41,17,1165,[]
1567,14,배곧 스플렌디드,블로그 리뷰,배곧 스플렌디드 : 배곧 주택단지 카페 / 내돈내먹 배곧 빙수맛집,6,0,12,111,"['주말', '끼', '디드로']"
1568,15,배곧 스플렌디드,블로그 리뷰,"[시흥|배곧] 드립커피가 맛있는 전원마을 카페, 스플렌디드(SPLENDID)",8,2,12,68,['간만']
1569,16,배곧 스플렌디드,블로그 리뷰,날씨 좋은 날 배곧에서 노는 일상 | 생명공원 | 스플렌디드,11,1,37,357,"['데', '룩쓰리컷', '흑', '바지', '허리', '맞고', '딱']"
1570,17,배곧 스플렌디드,블로그 리뷰,[210612] 녹빙킬러의 화려한 토요일,3,1,15,87,"['2021', '12', '쨍쨍', '아침', '년']"
1571,18,배곧 스플렌디드,블로그 리뷰,배곧 스플렌디드 민크초코빙수,6,0,12,637,"['밀린', '쓰기', '달', '다녀', '날', '수영장']"
1572,19,배곧 스플렌디드,블로그 리뷰,배곧빙수맛집 스플렌디드카페,12,2,22,1746,"['운영', '월요일', '10:00']"
1573,20,배곧 스플렌디드,블로그 리뷰,배곧 전원주택 핸드드립 카페”스플렌디드”,6,2,28,412,[]
1574,21,배곧 스플렌디드,블로그 리뷰,배곧 감성적인 예쁜 카페 [스플렌디드] / 배곧 분위기 좋은 카페 추천 / 분위기 메뉴 위치 시간 화장실 주차장[정왕],26,19,24,1092,[]
1575,22,배곧 스플렌디드,블로그 리뷰,시흥 배곧 카페 추천! 핸드드립 전문 스플렌디드,30,17,23,936,[]
1576,23,배곧 스플렌디드,블로그 리뷰,[정왕동 배곧 카페] 스플렌디드 SPLENDID,2,3,6,130,"['저', '걸', '1일']"
1577,24,배곧 스플렌디드,블로그 리뷰,"경기, 배곧ㅣ배곧의 신상 커피맛집 카페 스플렌디드 (Splendid)",4,1,20,90,[]
1578,25,배곧 스플렌디드,블로그 리뷰,시흥 배곧 전원주택 감성 전문 핸드드립 카페 '스플렌디드',79,17,33,514,[]
1579,26,배곧 스플렌디드,블로그 리뷰,시흥 배곧 감성카페 추천 핸드드립 전문 카페 스플렌디드 * SPLENDID,30,25,19,793,[]
1580,27,배곧 스플렌디드,블로그 리뷰,원두 향이 살아있는 드립커피 배곧신도시 카페 splendid 스플렌디드 ,44,50,35,1907,[]
1581,28,배곧 스플렌디드,블로그 리뷰,시흥 배곧 핸드드립전문점 카페_스플렌디드,6,2,10,22,[]
1582,29,배곧 스플렌디드,블로그 리뷰,조용하고 친절한 배려 끝판왕 카페 스플렌디드 :) 경기도 시흥 배곧 카페추천!!!,17,3,17,543,[]
1583,30,배곧 스플렌디드,블로그 리뷰,배곧 애견동반 카페 Splendid ,4,1,14,149,"['솜', '차', '순순히', '준다고', '로', '순간', '잠들어', '갓', '되어', '솜망', '기다리면서']"
1584,31,배곧 스플렌디드,블로그 리뷰,"배곧 스플렌디드, 한적한 전원주택단지 감성카페 ",3,3,24,980,[]
1585,32,배곧 스플렌디드,블로그 리뷰,"[배곧 전원주택 카페] 파스텔 엘로우가 돋보이는 감성카페 스플렌디드 SPLENDID , 스콘맛집 'ڡ'",19,19,21,329,"['드디어', '본', '전원주택']"
1586,33,배곧 스플렌디드,블로그 리뷰,"♡배곧 주택단지 핸드드립 전문 카페, 스플렌디드 (SPLENDID)",68,9,19,3008,[]
1587,34,배곧 스플렌디드,블로그 리뷰,시흥카페/배곧카페/시흥카페추천/배곧카페추천/시흥빙수/배곧빙수/시흥아이스크림빙수/배곧아이스크림빙수 '스플렌디드 배곧점',151,45,20,2349,[]
1588,35,배곧 스플렌디드,블로그 리뷰,배곧 카페 : 스플렌디드 (Splendid) 핸드드립전문 로스팅카페 여심저격,3,1,14,5,"['저번', '했던', '오면', '칼국수', '맞은']"
1589,36,배곧 스플렌디드,블로그 리뷰,[시흥카페] 배곧 옐로우 카페_ 스플렌디드(splendid),62,27,16,1113,['안']
1590,37,배곧 스플렌디드,블로그 리뷰,[배곧 카페] 빙수 맛집 스플렌디드 & 배곧한울공원해수풀(노을맛집),13,3,20,816,['페북']
1591,38,배곧 스플렌디드,블로그 리뷰,[스플렌디드]배곧신도시 전원주택단지 카페 후기,3,0,7,57,[]
1592,39,배곧 스플렌디드,블로그 리뷰,[양쏭 Today✏] 시흥 카페추천 : 스플렌디드,3,3,8,12,[]
1593,40,배곧 스플렌디드,블로그 리뷰,스플렌디드,7,0,3,455,[]
1594,41,배곧 스플렌디드,블로그 리뷰,[배곧 카페] 집 앞에 생긴 스플렌디드 방문 후기:),6,5,9,161,[]
1595,42,배곧 스플렌디드,블로그 리뷰,배곧 | 시흥시 스플렌디드(SPLENDID) 카페추천 빙수맛집_,21,4,13,456,[]
1596,43,배곧 스플렌디드,블로그 리뷰,"[배곧/맛집] 배곧 아담하고 분위기좋은카페, 스플렌디드 다녀왔어요!",33,28,31,1036,"['잇님들', '.']"
1597,44,배곧 스플렌디드,블로그 리뷰,[배곧 카페] 간지나는 카페 찾는다면 “스플렌디드”‼️,16,7,7,1891,[]
1598,45,배곧 스플렌디드,블로그 리뷰,배곧 주택단지 아기와 함께 가기 좋은 감성 카페 - 스플렌디드 ☕,9,3,13,40,['선']
1599,46,배곧 스플렌디드,블로그 리뷰,배곧 카페 [스플렌디드: SPLENDID] 스콘 맛집,33,18,11,5362,['친구']
1600,47,배곧 스플렌디드,블로그 리뷰,[배곧카페] 스플렌디드 / 커피가 정말 맛있는 커피맛집 배곧카페,10,5,10,57,['블로그']
1601,48,배곧 스플렌디드,블로그 리뷰,[배곧카페리뷰]SPLENDID - 스플렌디드 (파스텔 이쁜 옐로우 카페),35,14,13,1407,"['언니', '친구']"
1602,49,배곧 스플렌디드,블로그 리뷰,"수요일, 바닐라라떼: 배곧카페, splendid",2,0,4,57,"['가을', '겨울', '경계']"
1603,50,배곧 스플렌디드,블로그 리뷰,커피한잔의 여유~,3,0,3,32,[]
1604,51,배곧 스플렌디드,블로그 리뷰,배곧 신도시 핸드드립 카페 스플렌디드 다녀왔어요 ,223,44,8,2062,[]
1605,52,배곧 스플렌디드,블로그 리뷰,배곧카페> 스플렌디드(SPLENDID),11,3,5,398,['처음']
1606,53,배곧 스플렌디드,블로그 리뷰,배곧 주택단지 “SPLENDID” “스플렌디드”,13,1,23,438,['경기']
1607,54,배곧 스플렌디드,블로그 리뷰,배곧 카페) 스플렌디드,14,5,9,1132,"['여러분', '.']"
1608,1,배곧 스시 유우히,블로그 리뷰,배곧신도시/배곧스시오마카세/배곧맛집/오마카세/스시유우히 다녀왔답니다~,18,10,37,279,['21619']
1609,2,배곧 스시 유우히,블로그 리뷰,"시흥 배곧 스시 오마카세 맛집 스시유우히,디너 오마카세 추천,초밥 스시 전메뉴 사진 후기,특별한 날 가기 좋은 스시맛집으로 인정해요:)",21,11,44,1405,[]
1610,3,배곧 스시 유우히,블로그 리뷰,"배곧 스시야 오마카세, 스시 유우히",7,4,35,169,"['네이버', '5', '만점', '493', '마', '하', '높은']"
1611,4,배곧 스시 유우히,블로그 리뷰,스시유우히 / 배곧 오마카세 / 배곧맛집 / 오마카세 / 시흥 맛집,14,10,25,1559,"['오', '세', '부터', '적', '최근', '년', '오', '세', '단어', '들리기', '했고', '님', '부터']"
1612,5,배곧 스시 유우히,블로그 리뷰,잘 먹고 잘 바르고 잘 입고 / 일상블로그 / 에스티로더 갈색병 / 샤넬크림 / 옆페 가디건 / 스시유우히,22,5,26,1559,"['토요일', '진짜', '종일', '만', '다', '출근', '일찍', '몸', '.', '제', '종일', '피곤하네', '춥', '자켓', '가디건', '치고', '.', '뭐', '미루고', '블로그', '눌러', '다', '그', '꿀팁', '꿀팁', '원래', '자리', '어쩔', '없이', '경우', '잘', '4', '자리', '사람과', '보고', '자리', '시국', '한쪽', '판매', '다리', '편하게', '갈', '있고', '가격', '더', '그래서', '애용', '드디어', '어릴', '그렇게', '화장품', '좀', '나', '아무', '올리브영', '끌리는', '사다', '요즘', '성분', '브랜딩']"
1613,6,배곧 스시 유우히,블로그 리뷰,배곧 오마카세 초밥 전문점 스시유우히 런치 다녀왔습니다.,12,1,26,545,"['지난', '11년', '이었던', '일이', '.', '일로', '고생', '어머니', '만']"
1614,7,배곧 스시 유우히,블로그 리뷰,"배곧 오마카세 맛집 나만 알고 싶은 곳, 스시유우히",15,19,36,795,[]
1615,8,배곧 스시 유우히,블로그 리뷰,"배곧 오마카세, 스시 유우히 feat.갓성비 오마카세",0,0,22,19,[]
1616,9,배곧 스시 유우히,블로그 리뷰,배곧스시맛집 시흥맛집 시흥일식 오마카세 스시유우히 시흥오마카세,6,3,12,279,"['아빠', '파티', '오', '세', '게', '지', '안', '좋다', '서', '세란', '장이', '그날그날']"
1617,10,배곧 스시 유우히,블로그 리뷰,210307 첫 오마카세,4,4,28,20,['투파피']
1618,11,배곧 스시 유우히,블로그 리뷰,배곧 스시 오마카세 “스시유우히”,2,2,33,63,[]
1619,12,배곧 스시 유우히,블로그 리뷰,기념일에 방문하면 좋아요 천상의맛 시흥 유우히,5,1,38,18,"['나', '서른', '살', '축하', '연두', '진작', '한', '스시', '히']"
1620,13,배곧 스시 유우히,블로그 리뷰,[배곧 식당] 배곧 오마카세 스시 유우히,4,2,39,347,"['아빠', '장소']"
1621,14,배곧 스시 유우히,블로그 리뷰,배곧 오마카세 :: 스시유우히,53,10,30,2749,"['제', '적은', '단', '협찬', '없었는데', '먹은', '마카']"
1622,15,배곧 스시 유우히,블로그 리뷰,스치는 가을 바람에도 스시는 맛있다,13,4,50,426,"['무시', '날', '시', '.', '확', '입', '스치는', '난', '맛', '와사비', '미소']"
1623,1,배곧 케이크죠,블로그 리뷰,배곧 케이크죠 레터링 곰돌이케이크 내돈내산 후기,6,3,15,1366,"['지난달', '과의', '생일', '거', '열기']"
1624,2,배곧 케이크죠,블로그 리뷰,배곧 레터링 도시락 케이크! 특별한 날에는 더 특별하게★,1,0,15,10,"['11월', '저희']"
1625,1,배곧 인더비엣 배곧점,블로그 리뷰,출중했던 배곧 맛집 공유,11,2,29,1798,"['며칠', '친구']"
1626,2,배곧 인더비엣 배곧점,블로그 리뷰,[시흥  배곧맛집]정왕동 베트남 음식은 여기! 인더비엣 배곧점,13,5,13,420,[]
1627,3,배곧 인더비엣 배곧점,블로그 리뷰,"배곧, 베트남 음식 맛집 인더비엣 ",1,0,6,374,[]
1628,4,배곧 인더비엣 배곧점,블로그 리뷰,시흥 배곧 맛집/인더비엣 메뉴와 가격::반쎄오는 필수,29,12,31,4625,['은하']
1629,5,배곧 인더비엣 배곧점,블로그 리뷰,"다이어트 외식메뉴 추천 😋 배곧 맛집, 배곧 쌀국수 맛집, 배곧 인더비엣에서 월남쌈 맛있게 먹었어요!",9,1,24,423,"['체중', '식단', '한다고', '매번', '해', '에는']"
1630,6,배곧 인더비엣 배곧점,블로그 리뷰,[경기/시흥] 배곧 인더비엣 : 소고기쌀국수 새우칠리볶음쌀국수 파인애플볶음밥 베트남음식 맛집,5,0,16,261,['오랜']
1631,7,배곧 인더비엣 배곧점,블로그 리뷰,"[배곧맛집] 베트남 쌀국수 전문점 ""인더비엣""  ",3,0,9,399,['우리']
1632,8,배곧 인더비엣 배곧점,블로그 리뷰,"[경기도 시흥시 배곧/베트남음식,  쌀국수] 인더비엣 ",10,8,11,879,[]
1633,9,배곧 인더비엣 배곧점,블로그 리뷰,<배곧 맛집> 베트남 음식 전문점 인더비엣,4,0,6,933,[]
1634,10,배곧 인더비엣 배곧점,블로그 리뷰,"배곧 맛집 ｜ 인더비엣, 쌀국수 베트남 요리 전문점 🍜",21,14,17,585,"['하루', '비', '31', '예전', '당겨서', '못']"
1635,11,배곧 인더비엣 배곧점,블로그 리뷰,배곧 쌀국수 분짜 베트남 맛집 인더비엣 ,4,5,11,69,['오랜']
1636,12,배곧 인더비엣 배곧점,블로그 리뷰,"배곧 인더비엣 메뉴 (소곱창/닭고기 중화 쌀국수,파인애플 볶음밥)",56,9,24,8182,"['일상', '언급', '우리', '단골', '쌀국수', '인', '밥', '귀찮고', '생각나는', '없을', '들르는', '다', '지', '오래', '않았']"
1637,13,배곧 인더비엣 배곧점,블로그 리뷰,시흥 배곧 쌀국수 월남쌈 인더비엣 냠냠쩝쩝,15,7,17,843,[]
1638,14,배곧 인더비엣 배곧점,블로그 리뷰,[배곧 맛집] 깔끔하고 맛있는 베트남요리 전문점 배곧 인더비엣,13,4,19,2806,[]
1639,15,배곧 인더비엣 배곧점,블로그 리뷰,베트남 음식 전문점 / 배곧 인더비엣 쌀국수와 스프링롤,6,5,13,188,[]
1640,16,배곧 인더비엣 배곧점,블로그 리뷰,배곧맛집 : 베트남요리 전문점 '인더비엣',6,0,21,504,"['내', '내', '내', '내']"
1641,17,배곧 인더비엣 배곧점,블로그 리뷰,매일 먹고싶다 쌀국수맛집 인더비엣,5,2,6,483,[]
1642,18,배곧 인더비엣 배곧점,블로그 리뷰,배곧 쌀국수 맛집 인더비엣 사이드메뉴조차 맛있네여,23,2,15,6411,[]
1643,19,배곧 인더비엣 배곧점,블로그 리뷰,배곧맛집 베트남요리 집합체 인더비엣 ,20,8,36,7234,['쌀국수']
1644,20,배곧 인더비엣 배곧점,블로그 리뷰,배곧 쌀국수 맛있는곳. 인더비엣 배곧점.,9,0,14,1865,[]
1645,21,배곧 인더비엣 배곧점,블로그 리뷰,[새로운 베트남 음식점 ☆인더비넷☆ 간단후기],3,0,4,562,[]
1646,22,배곧 인더비엣 배곧점,블로그 리뷰,[배곧 맛집] 베트남음식 전문점_인더비엣/쌀국수 배달후기,97,79,13,1997,"['찌', '.']"
1647,23,배곧 인더비엣 배곧점,블로그 리뷰,월남쌈 맛집 : 인 더 비엣 배곧점,11,4,18,295,"['뚜', '.']"
1648,24,배곧 인더비엣 배곧점,블로그 리뷰,배곧신도시 쌀국수 맛집~분짜 소곱창쌀국수,5,1,9,707,[]
1649,25,배곧 인더비엣 배곧점,블로그 리뷰,시흥 배곧점 쌀국수집 '인더비엣' 곱창쌀국수는 별로였다,3,0,12,21,['경기']
1650,26,배곧 인더비엣 배곧점,블로그 리뷰,시흥 배곧 베트남음식점 맛집 '인더비엣' 쌀국수&월남쌈세트,40,35,11,896,[]
1651,27,배곧 인더비엣 배곧점,블로그 리뷰,"배곧 인더비엣, 베트남 음식 맛집 비대면 주문이 짱이야~ 주차도 좋앙",4,0,35,1654,[]
1652,28,배곧 인더비엣 배곧점,블로그 리뷰,시흥 배곧 매콤한 쌀국수가 맛있는 베트남음식집 인더비엣(IN THE VIET),19,30,22,343,['어리']
1653,29,배곧 인더비엣 배곧점,블로그 리뷰,[배곧 맛집] 인더비엣 배곧 쌀국수 맛집 베트남 음식 전문,10,7,14,525,[]
1654,30,배곧 인더비엣 배곧점,블로그 리뷰,"배곧신도시 베트남쌀국수맛집, 인더비엣 배곧점!",23,9,10,2213,[]
1655,31,배곧 인더비엣 배곧점,블로그 리뷰,시흥시 배곧 :: 인더비엣(베트남음식 쌀국수 맛집 추천),16,10,24,558,[]
1656,32,배곧 인더비엣 배곧점,블로그 리뷰,다이어터에게 축복을♡_ 월남쌈 맛집 [인더비엣],4,2,7,89,"['평생', '네', '스토리']"
1657,33,배곧 인더비엣 배곧점,블로그 리뷰,배곧맛집/월남쌈맛집/인더비엣/줄서는맛집 인정!  짜조 꼭 드세요  추천합니당!,5,0,18,197,['안녕하세']
1658,34,배곧 인더비엣 배곧점,블로그 리뷰,배곧쌀국수 맛집 인더비엣 추천해요,21,23,18,425,['란']
1659,35,배곧 인더비엣 배곧점,블로그 리뷰,[시흥시 배곧] 인더비엣 쌀국수/가유카페 홍콩와플 🥝🍇,2,0,6,9,"['1:57', '9월', '원래', '동기', '같이', '먹으려다가', '땡긴다는', '약속', '날로', '왜냐면', '그', '군대', '나온', '만나서', '꽤', '마셨기', '그래서', '저녁']"
1660,36,배곧 인더비엣 배곧점,블로그 리뷰,[경기 시흥시 배곧] 인더비엣 배곧점/ 한국에서 즐기는 프리미엄 베트남 요리! 한국인들 입맛에 맞는 특별한 맛집!,1,0,12,21,['주말']
1661,37,배곧 인더비엣 배곧점,블로그 리뷰,"경기도 시흥 배곧신도시  맛집, 베트남음식점 [인더비엣 배곧점] 쌀국수, ",4,0,15,787,[]
1662,38,배곧 인더비엣 배곧점,블로그 리뷰,배곧 내 최애 쌀국수 맛집 인더비엣 !,4,1,16,131,['블로그']
1663,39,배곧 인더비엣 배곧점,블로그 리뷰,도심에서 즐기는 베트남 쌀국수 &팟타이 :인더비엣 배곧점(ft.메뉴 추천),4,2,18,183,"['가끔', '음식', '끌리는']"
1664,40,배곧 인더비엣 배곧점,블로그 리뷰,"경기도 시흥 배곧동 월남쌈 맛집 ""인더비엣"" , 화이자 백신 맞은 후기★",17,26,18,116,[]
1665,41,배곧 인더비엣 배곧점,블로그 리뷰,[배곧 쌀국수 맛집]인더비엣 분위기에 취하고 맛에 치이고 가는 쌀국수집 추천🔥,50,56,41,1622,"['루낭', '.', '건물']"
1666,42,배곧 인더비엣 배곧점,블로그 리뷰,경기살이: 배곧 인더비엣 /배곧 쌀국수 /배곧데이트 /배곧맛집 / 시흥맛집 /시흥데이트,3,0,12,36,[]
1667,43,배곧 인더비엣 배곧점,블로그 리뷰,"[후기] 배곧 베트남 음식점 ""인더비엣"" 후기 ",3,3,10,11,[]
1668,44,배곧 인더비엣 배곧점,블로그 리뷰,(배곧맛집) 베트남전문음식점 인더비엣,1,0,13,16,"['어제', '허리']"
1669,45,배곧 인더비엣 배곧점,블로그 리뷰,"[배곧, 인더비엣] 베트남요리전문점으로 유명한 인더비엣에서 월남쌈, 새우칠리볶음국수 후기",21,14,20,355,"['오랜', '내']"
1670,46,배곧 인더비엣 배곧점,블로그 리뷰,"시흥맛집,배곧맛집,쌀국수맛집,인더비엣",3,1,19,80,[]
1671,47,배곧 인더비엣 배곧점,블로그 리뷰,배곧맛집 _ 인더비엣 베트남음식점,1054,221,24,5450,['블']
1672,48,배곧 인더비엣 배곧점,블로그 리뷰,"배곧 맛집 추천, 곱창 쌀국수가 맛있는 인더비엣",22,0,32,2959,[]
1673,49,배곧 인더비엣 배곧점,블로그 리뷰,깔끔한 맛이 땡길 땐 ‘인더비엣’,67,18,4,736,"['여러분', '.']"
1674,50,배곧 인더비엣 배곧점,블로그 리뷰,[배곧 베트남 요리 맛집] 인더비엣,65,53,12,1165,[]
1675,51,배곧 인더비엣 배곧점,블로그 리뷰,배곧 맛집) 인더비엣/ 쌀국수,3,4,18,23,['주말']
1676,52,배곧 인더비엣 배곧점,블로그 리뷰,"[시흥] 쌀국수&월남쌈 배곧 맛집,인더비엣",65,59,8,432,[]
1677,53,배곧 인더비엣 배곧점,블로그 리뷰,"[배곧]인테리어가 이쁜 중심상가 인더비엣-쌀국수, 분짜外 ",11,12,13,1522,"['주', '방문']"
1678,54,배곧 인더비엣 배곧점,블로그 리뷰,쌀국수맛집,5,1,9,36,[]
1679,55,배곧 인더비엣 배곧점,블로그 리뷰,배곧맛집 베트남요리전문점 인더비엣!,30,26,25,3753,"['이번', '장']"
1680,56,배곧 인더비엣 배곧점,블로그 리뷰,"배곧 먹부림 「쌀국수, 텐동, 샐러드, 회전초밥」",5,2,11,132,[]
1681,57,배곧 인더비엣 배곧점,블로그 리뷰,"배곧 베트남 쌀국수 전문점, 인더비엣! 첫방문 후기~♬",4,2,24,131,['블로그']
1682,58,배곧 인더비엣 배곧점,블로그 리뷰,칠리껌돔말고 반쎄오 맛집) 배곧-인더비엣,4,0,5,170,[]
1683,59,배곧 인더비엣 배곧점,블로그 리뷰,흡족했던 정왕동 맛집 인더비엣. 시흥아울렛 맛집.,7,4,20,149,['주말']
1684,60,배곧 인더비엣 배곧점,블로그 리뷰,배곧 쌀국수 맛집 인더비엣 솔직후기,13,3,9,554,[]
1685,61,배곧 인더비엣 배곧점,블로그 리뷰,[배곧 맛집] 인더비엣 소곱창 쌀국수 / 팟타이,5,2,14,121,[]
1686,62,배곧 인더비엣 배곧점,블로그 리뷰,"♡배곧 베트남 음식 쌀국수 맛집, 인더비엣 (IN THE VIET)",50,12,19,3008,[]
1687,63,배곧 인더비엣 배곧점,블로그 리뷰,배곧 쌀국수 맛집 인더비엣  배달로 집에서 즐겨보세요,4,3,13,175,['안녕하세']
1688,64,배곧 인더비엣 배곧점,블로그 리뷰,배곧 인더비엣 (+어딘지 모르는 밥집),3,8,8,31,[]
1689,65,배곧 인더비엣 배곧점,블로그 리뷰,시흥 배곧 인더비엣 시흥 쌀국수 맛집 데이트코스로 제격,6,4,22,51,[]
1690,66,배곧 인더비엣 배곧점,블로그 리뷰,배곧 중심상가/ 데이트 맛집/ 베트남 음식/ 인더비엣(In The Viet),6,5,12,181,"['항상', '되는']"
1691,67,배곧 인더비엣 배곧점,블로그 리뷰,정왕동맛집/인더비엣배곧/쌀국수 맛집 배달로 즐겨보세요. ,6,1,9,197,['프로']
1692,68,배곧 인더비엣 배곧점,블로그 리뷰,"베트남에 온듯한 배곧 ""인더비엣"" ",12,2,31,290,['안산']
1693,69,배곧 인더비엣 배곧점,블로그 리뷰,배곧 쌀국수 정왕동 인더비엣 메뉴 분짜 추천,29,23,43,1670,[]
1694,70,배곧 인더비엣 배곧점,블로그 리뷰,배곧에서 점심/저녁 먹은것,4,0,2,132,[]
1695,71,배곧 인더비엣 배곧점,블로그 리뷰,[배곧 맛집]인더비엣,6,1,10,28,[]
1696,72,배곧 인더비엣 배곧점,블로그 리뷰,배곧 인더비엣,9,4,12,682,"['점심시간', '만', '일', '전무']"
1697,73,배곧 인더비엣 배곧점,블로그 리뷰,"배곧 맛집 인더비엣 , 쌀국수 분짜, 맛집",5,0,26,216,[]
1698,74,배곧 인더비엣 배곧점,블로그 리뷰,배곧신도시 맛집 추천 ! 베트남 음식 추천 인더비엣배곧점 반쌔오/분짜 맛집👏,44,57,8,674,"['저', '모든']"
1699,75,배곧 인더비엣 배곧점,블로그 리뷰,[배곧 맛집] 인더비엣: 오늘 점심 아주 성공적👍 또 방문해야지~,6,2,34,52,[]
1700,76,배곧 인더비엣 배곧점,블로그 리뷰,배곧신도시맛집｜인더비엣배곧점｜팟타이｜돼지고기바베큐덮밥,3,0,9,252,"['추석', '어느', '오랜']"
1702,78,배곧 인더비엣 배곧점,블로그 리뷰,배곧 베트남 쌀국수 맛집 인더비엣 후기,6,2,16,85,[]
1703,79,배곧 인더비엣 배곧점,블로그 리뷰,인테리어부터 마음 잡은 -인더비엣(배곧점),16,7,18,682,"['20201014', '.']"
1704,80,배곧 인더비엣 배곧점,블로그 리뷰,"배곧 쌀국수 맛집 ""인더비엣 배곧점"" 분위기도 좋고 맛있다",1,0,8,114,"['두', '방문']"
1705,81,배곧 인더비엣 배곧점,블로그 리뷰,나홀로 인더비엣,6,4,8,682,"['점심시간', '곱창', '생각', '서', '오고', '혼자']"
1706,82,배곧 인더비엣 배곧점,블로그 리뷰,"배곧점 ""인더비엣"" ",5,0,17,1085,['경기']
1707,83,배곧 인더비엣 배곧점,블로그 리뷰,인더비엣 - 배곧,3,0,8,160,"['이사', '전']"
1708,84,배곧 인더비엣 배곧점,블로그 리뷰,배곧 맛집 인더비엣,2,0,22,810,[]
1709,85,배곧 인더비엣 배곧점,블로그 리뷰,인더비엣 배곧점 리뷰,2,0,10,89,['얼마']
1710,1,배곧 복호두 배곧 직영점,블로그 리뷰,[배곧 복호두] 맛있는 앙버터 호두과자! 방문 전 전화는 필수,11,4,17,2723,['앉은']
1711,2,배곧 복호두 배곧 직영점,블로그 리뷰,배곧점 복호두 앙버터 호두과자 아이들 간식 맛집,27,18,13,3197,['복호']
1712,3,배곧 복호두 배곧 직영점,블로그 리뷰,[지극히 추천한다] 지독한 앙버터 대체 어디까지야 이번엔 호두과자에 앙버터?_복호두,2,1,10,8,"['앙', '라']"
1713,4,배곧 복호두 배곧 직영점,블로그 리뷰,경기도맛집 / 시흥 앙앙앙버터 호두과자가 맛있는 / 복호두 배곧 직영점,14,3,12,115,['날']
1714,5,배곧 복호두 배곧 직영점,블로그 리뷰,"앙버터호두과자! 드뎌 먹어봤다! ""배곧복호두"" 한박스 다먹고 쓰는 찐후기 ",21,0,9,4145,"['앙', '호두과자', '.', '봤다']"
1715,6,배곧 복호두 배곧 직영점,블로그 리뷰,시흥 복호두 앙버터 호두과자 디저트선물,21,16,17,632,"['쭈이', '다', '.', '호두과자']"
1716,7,배곧 복호두 배곧 직영점,블로그 리뷰,앙버터 호두과자 복호두 택배 후기,26,0,6,1914,[]
1717,8,배곧 복호두 배곧 직영점,블로그 리뷰,"앙버터 호두과자, 복호두 배곧 직영점 택배 후기",11,2,15,1206,['복호']
1718,9,배곧 복호두 배곧 직영점,블로그 리뷰,시흥 맛집 배곧 복호두 앙버터 선물배송으로도 제격,47,15,14,3806,[]
1719,10,배곧 복호두 배곧 직영점,블로그 리뷰,"(경기 시흥) 호두과자와 앙버터의 꿀조합 ""복호두 배곧점""",6,3,10,261,[]
1720,11,배곧 복호두 배곧 직영점,블로그 리뷰,[배곧 복호두]앙버터호두과자,7,11,8,237,[]
1721,12,배곧 복호두 배곧 직영점,블로그 리뷰,배곧 복호두 앙버터 호두과자 예약하면 좋은 점,53,10,23,2345,[]
1722,13,배곧 복호두 배곧 직영점,블로그 리뷰,"복호두 , 앙버터 호두과자 ",2,0,3,11,[]
1723,14,배곧 복호두 배곧 직영점,블로그 리뷰,[시흥]맛집 배곧 복호두 앙버터 호두과자 부모님 선물용으로 추천 ,16,10,24,720,[]
1724,15,배곧 복호두 배곧 직영점,블로그 리뷰,"앙버터호두과자, 복호두",18,16,7,948,[]
1725,16,배곧 복호두 배곧 직영점,블로그 리뷰,[시흥 배곧] 복호두 :: 앙버터 호두과자 ,3,0,2,119,['복호']
1726,17,배곧 복호두 배곧 직영점,블로그 리뷰,배곧 복호두 간식으로 먹는 호두과자,25,8,14,1247,"['우리', '가는', '고속도로', '자기', '서', '할']"
1727,18,배곧 복호두 배곧 직영점,블로그 리뷰,"시흥 배곧 맛집 / 호두과자 전문점 '복호두' 앙버터 호두과자 / 아이들 간식, 가볍게 선물하기 좋은 간식",26,13,6,4199,"['얼마', '직장', '분']"
1728,19,배곧 복호두 배곧 직영점,블로그 리뷰,일상 배곧 복호두 앙버터 비오는날 득템,13,1,6,554,"['비', '온다']"
