index,num,name,blog or review,blog name,like_count_list,command_count_list,img_count,neighber_count,blog review 
507,50,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,딱이야직화두마리치킨,9,7,20,178,"['언제', '존', '탱', '.', '생긴']"
508,51,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰," 시흥 배곧딱이야직화두마리치킨 배곧점  치킨맛집 !! 배달후기 신메뉴 맵빠다 , 매콤한 직화양념바베큐 ~맵단짠! 강추!",9,1,24,1600,"['경기', '서울', '278', '길']"
509,52,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 딱이야직화두마리치킨 매운빠다갈릭치킨 후기,3,1,18,604,[]
510,53,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,지점을 소개합니다:) 딱이야 직화 두마리 치킨 시흥 배곧점,2,0,19,0,['지점']
511,54,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,딱 좋은 시흥 배곧 맛집 딱이야직화두마리치킨 배곧점,6,4,24,607,['오랜']
513,56,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,시흥치킨 배곧배달맛집 딱이야직화두마리치킨배곧점,4,0,20,991,[]
514,57,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,[시흥/배곧] 배곧배달맛집 딱이야직화두마리치킨 배곧점 추천!,2,0,21,63,[]
515,58,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 '딱이야직화두마리치킨 배곧점' 맵빠다 후라이드 순살 맛있어~,17,2,23,2743,[]
516,59,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집추천| 딱이야 직화두마리치킨 찐맛집 솔직후기 ,11,0,22,241,['여름']
517,60,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,[배곧신도시 맛집]딱이야직화두마리치킨 배곧점 시흥 배곧 맛집 직화불맛치킨의 화룡점정,48,5,36,5445,[]
518,61,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집: 딱이야직화두마리치킨 배곧점 ,4,1,25,631,[]
519,62,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧신도시 맛집 치킨은 딱이야직화두마리치킨,6,0,25,1797,[]
520,63,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧 치킨집 <딱이야 직화두마리치킨 배곧점> 신메뉴 맵빠다 & 직화 바베큐 ,123,107,21,5362,['돼서']
521,64,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 딱이야직화두마리치킨 ,6,4,27,604,['아무']
522,65,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,극찬나왔던 배곧배달맛집 딱이야직화두마리치킨 + 리뷰이벤트,6,2,25,149,[]
523,66,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 《딱이야 직화두마리치킨배곧점》,7,0,27,69,['딱']
524,67,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 딱이야직화두마리치킨 배곧점 ,157,13,29,4482,"['딱', '마리']"
525,68,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,어린이날에 배곧신도시 맛집 딱이야직화두마리치킨 배곧점 맛저!,27,12,29,1973,['어린이날']
526,69,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧신도시 맛집은 딱이야 직화두마리치킨 존맛탱,27,28,34,2153,"['미', '.']"
527,70,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,시흥 배곧 맛집 딱이야두마리치킨 여기가 배곧 술집으로 딱이야,247,33,42,5948,[]
528,71,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 딱이야직화두마리치킨 배곧점 불맛 지대로!,5,2,25,296,[]
529,72,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,"배곧 술집 "" 딱이야직화두마리치킨 "" 배곧치킨 완젼 맛있오 ♥♡",120,3,25,4978,['오랜']
530,73,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,시흥 배곧 맛집 딱이야직화두마리치킨에서 신랑이랑 치맥데이트,34,4,31,13248,"['바삭', '후라이드', '양념', '근데', '바베큐']"
531,74,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧 술집 Ⅰ 딱이야직화두마리치킨에서 치킨에 맥주 뿌신날🍗🍻,19,0,36,3260,[]
532,75,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧치킨맛집 / 배곧술집 : 맥주 한 잔 하기 좋은 딱이야직화두마리치킨,0,0,20,103,[]
533,76,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,"배곧배달맛집""딱이야직화두마리치킨""가성비 갑 치킨두마리 /시흥맛집/배곧맛집",1,3,27,540,[]
534,77,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 딱이야직화두마리치킨 맵빠다치킨 추천,21,10,24,4754,[]
535,78,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,시흥 <딱이야직화두마리치킨 > #배곧배달맛집,14,7,20,392,['센']
536,79,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,바베큐?치킨? 고민될땐 딱이야 직화두마리치킨 배곧점 (feat.치킨마요 만들기)_♥,63,14,26,4450,"['얼큰한', '치킨', '튀김']"
537,80,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,불금은 치킨이죠! 연휴 전 사무실 치킨타임~!배곧배달 맛집 [딱이야직화두마리치킨] ,43,45,19,625,[]
538,81,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,(시흥)배곧 딱이야 직화두마리치킨 신메뉴 맵빠다 치킨후기~!!!/야식추천/치킨맛집/배곧맛집,4,6,18,121,['안녕하세']
539,82,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 딱이야직화두마리치킨 배곧점(치킨맛집찾음),3,1,17,377,"['시킬', '항상', '편', '배달', '민족']"
540,1,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧 감성카페 :: 배곧 크로플 맛집 카페 검은순수,7,1,43,2909,[]
541,2,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧 데이트코스 카페 검은순수 크로플,22,5,31,2013,['지난']
542,3,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧데이트 다양한 크로플이 있는 검은순수,10,2,43,1557,[]
543,4,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧카페 검은순수 말차라떼 딸기라떼,10,2,24,3140,['주말']
544,5,배곧 카페 검은순수 배곧본점,블로그 리뷰,"시흥 크로플 맛집, 핵꿀맛 바삭달달 크로플, 배달도 가능!",9,3,30,424,[]
545,6,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧크로플 맛집 카페 검은순수 재방문했어요!,13,12,54,1557,[]
546,7,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧 감성카페 | 검은순수 크로플 맛집,1021,141,54,5450,[]
547,8,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧카페 추천 와플이 맛있는 카페 검은순수,14,9,34,1557,[]
548,9,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧신도시 카페 검은순수의 특별했던 와플 맛!,39,22,31,8184,"['세', '가끔', '우리']"
549,10,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧카페 검은순수 크로플 크로플맛집이네 배곧데이트코스로 추천,4,1,32,899,[]
550,11,배곧 카페 검은순수 배곧본점,블로그 리뷰,"시흥 배곧 크로플 맛집 카페 , 크로플 종류 추천 - 카페 검은순수 /배곧데이트코스, 배곧카페, 아인슈페너",62,44,22,642,['운영']
551,12,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧카페 검은순수 매장에서 직접 구운 와플,5,0,24,275,[]
552,13,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧 감성카페 검은순수 크로플 비주얼 맛집,10,10,41,2153,"['미', '.']"
554,15,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧 크로플 맛집 데이트코스 쿠팡이츠 배달  검은순수 ,15,6,19,1632,[]
555,16,배곧 카페 검은순수 배곧본점,블로그 리뷰,"시흥 배곧 카페 추천 : ""검은순수"" 크로플 맛집",8,8,20,190,[]
556,17,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧카페 검은순수 : 시흥 배곧데이트코스 크로플 맛집 추천!,22,12,65,670,[]
557,18,배곧 카페 검은순수 배곧본점,블로그 리뷰,"시흥신세계프리미엄아울렛카페 검은순수 , 다시 찾고 싶은 배곧데이트코스",0,0,38,1838,[]
558,19,배곧 카페 검은순수 배곧본점,블로그 리뷰,[시흥 배곧] 카페 검은 순수 크로플,2,0,18,2,['정성']
559,20,배곧 카페 검은순수 배곧본점,블로그 리뷰,[시흥 크로플 카페] 검은순수 특별한 크로플이 가득한 곳,15,1,32,1454,"['운동', '엄마']"
560,21,배곧 카페 검은순수 배곧본점,블로그 리뷰,디카페인 커피와 크로플이 배달되는 숨은 배곧 배달맛집 카페 검은순수,7,3,20,1128,"['날씨', '도저히']"
561,22,배곧 카페 검은순수 배곧본점,블로그 리뷰,에피타이저가 나오는 시흥 크로플 카페 : ) ,22,13,45,394,['센']
562,23,배곧 카페 검은순수 배곧본점,블로그 리뷰,"[시흥 카페] 시흥 크로플 카페 검은순수, 특별한 크로플 맛집으로 추천",15,11,49,512,[]
563,24,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥크로플카페 바삭한 크로플 맛집,3,2,32,108,"['남편', '드라이브']"
564,25,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧카페 : 검은순수 에 다녀오다. - 크로플,34,21,18,431,"['제', '밍밍']"
565,26,배곧 카페 검은순수 배곧본점,블로그 리뷰,[시흥 검은순수] 컨셉츄얼한 시흥 크로플 카페 ,11,5,46,90,[]
566,27,배곧 카페 검은순수 배곧본점,블로그 리뷰,[시흥 디저트맛집] 검은순수 크로플 클라스가 달라요,24,5,34,1085,[]
567,28,배곧 카페 검은순수 배곧본점,블로그 리뷰,리얼 찐맛 시흥 크로플 카페 애견동반 가능,33,37,51,522,"['족발', '나온']"
568,29,배곧 카페 검은순수 배곧본점,블로그 리뷰,"시흥 크로플 카페, 배곧 카페 맛집으로 인정!",32,28,39,460,['남편']
569,30,배곧 카페 검은순수 배곧본점,블로그 리뷰,[시흥] 검은순수: 찐 인생 크로플💛 시흥 크로플 맛집!!,5,2,57,673,[]
570,31,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧 카페 검은순수 크로플 말차라떼 부라타바질샐러드 ,16,22,25,416,[]
571,32,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥크로플맛집 검은순수에서 각종 크로플과 음료 배달후기,4,0,23,2720,[]
572,33,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥 크로플 맛집 신세계아울렛 인근 배곧 신도시 카페 추천,49,16,35,3918,[]
573,34,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥크로플카페 애견동반가능한  크로플맛집,5,3,48,131,[]
575,36,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥 크로플 카페 배곧 핫플이네,15,8,48,1687,[]
576,37,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥크로플맛집 카페 검은순수 크로플,9,14,27,604,[]
577,38,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥 배곧 크로플 맛집 / 검은순수 배민으로 테이크아웃,14,1,39,1459,[]
578,39,배곧 카페 검은순수 배곧본점,블로그 리뷰,[시흥 크로플 맛집] 크로플과 커피 맛과 분위기 다 만족!!,8,3,32,1011,[]
579,40,배곧 카페 검은순수 배곧본점,블로그 리뷰,"크로플에 진심인 곳, 시흥 배곧 크로플 카페 추천!!",57,32,41,1812,[]
580,41,배곧 카페 검은순수 배곧본점,블로그 리뷰,엉망진창 일기 8/13-8/18 의 이야기,27,16,22,431,"['게으름뱅이', '일기', '얼른', '되길', '토요일', '끝나고', '올라가는', '탔는데', '넌', '그냥', '뒀다', '유툽', '많이', '다', '같고', '안', '구매', '.', '히', '진짜', '사료', '지', '귀찮다', '용', '플래닛', '사료']"
581,42,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥배곧 카페 <검은순수> 크로플 장인의 집…?,17,16,16,208,[]
582,43,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧배달맛집 시흥크로플맛집 카페 검은순수 배달후기! ,5,2,26,63,[]
583,44,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧 카페 배달 맛집 [카페 검은순수 크로플] 크림 가득 크로플,100,59,14,5362,[]
584,45,배곧 카페 검은순수 배곧본점,블로그 리뷰,"[시흥] 배곧 크로플카페 ,검은순수",54,42,28,432,['친']
585,46,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥 크로플 맛집 알고 보니 배곧 배달 맛집이었네,4,0,30,434,['부산']
586,47,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧 크로플 맛집 카페 검은순수 데이트하기 좋은곳♡,22,9,36,9133,['지난']
587,48,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥 배곧 크로플 카페 후기,4,1,43,136,[]
588,49,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧카페: 와플맛집 검은순수🧇,4,2,19,55,[]
589,50,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧 카페 검은순수 크로플 맛집,32,4,19,6085,"['저번', '에는']"
590,51,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥 크로플 카페 가성비 좋은 수준있는 크로플,4,2,36,139,"['비', '날']"
591,52,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥 크로플 카페 배곧 배달 맛집 추천,6,3,46,1327,['휘']
592,53,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥 크로플 맛집 '검은순수' 방문후기,39,38,47,1260,[]
593,54,배곧 카페 검은순수 배곧본점,블로그 리뷰,[ 배곧 크로플 ] 카페 검은순수 크로플 카페 🧇 🥐,6,0,29,1639,[]
594,55,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧 갬성카페 검은순수,4,0,34,46,[]
595,56,배곧 카페 검은순수 배곧본점,블로그 리뷰,[시흥/카페]검은순수 크로플 맛집 다녀온 후기 :),2,4,21,161,[]
596,57,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥 크로플 카페- 배곧 디저트 맛집 발견!,27,21,44,1278,['며칠']
597,58,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥 크로플 카페 다녀왔어용,3,1,22,107,[]
598,59,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥 배곧 크로플맛집 내돈내산 카페 검은순수 ,5,3,61,364,[]
599,60,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥 배곧 크로플 카페 맛집 인정각!,28,13,31,9133,"['오', '세상']"
600,61,배곧 카페 검은순수 배곧본점,블로그 리뷰,《카페검은순수크로플》 배곧크로플맛집 ,4,0,43,69,[]
602,63,배곧 카페 검은순수 배곧본점,블로그 리뷰,[배곧카페] 당충전 디저트 시흥 크로플 카페로 레고레고,2,0,41,168,[]
603,64,배곧 카페 검은순수 배곧본점,블로그 리뷰,"시흥 크로플 카페 | 달콤하고 바삭한, 먹었던 크로플 중에 최고",8,5,49,210,[]
604,65,배곧 카페 검은순수 배곧본점,블로그 리뷰,디카페인 커피와 함께하는 시흥 크로플 카페 다녀왔어요. ,6,3,37,631,['이웃']
605,66,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥 배곧 크로플 까페 / 달달 예쁜 디저트 먹고왔어요,9,4,43,410,"['주말', '비']"
606,67,배곧 카페 검은순수 배곧본점,블로그 리뷰,크로플 맛집 시흥 배곧 검은순수 카페 ,2,6,34,260,[]
607,68,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥 배곧 카페 다양한 종류의 크로플 맛집,36,29,41,1253,[]
608,69,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥크로플맛집 고급진 크로플 카페 검은순수,21,7,49,1614,[]
609,70,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥크로플맛집 배곧에서 크로플 맛있는 카페 ,9,3,58,364,[]
610,71,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥 크로플 맛집 배곧맛집 배곧카페 검은순수크로플,193,41,49,5948,[]
611,72,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥크로플맛집 검은순수 짱맛!,5,0,33,296,[]
612,73,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥 크로플 맛집 - 카페 검은순수 크로플,7,4,32,482,[]
613,74,배곧 카페 검은순수 배곧본점,블로그 리뷰,배곧배달맛집 당 충전하기 좋은 시흥크로플 & 배곧와플 검은순수 카페 리뷰,37,3,30,1683,[]
614,75,배곧 카페 검은순수 배곧본점,블로그 리뷰,"[크로플/시흥] 시흥 크로플 맛집, 배곧 디저트, 크로플 전문점 ""검은 순수""",32,13,11,679,[]
615,76,배곧 카페 검은순수 배곧본점,블로그 리뷰,시흥 크로플 맛집 검은순수 배곧 배달 맛집이네요 ,15,9,20,1335,[]
